Task,Model,R2,RMSE,MAE
Nowcast,XGB (tuned+ES),0.8783200357427894,13.651011766748034,6.717638385852372
Nowcast,LGB (tuned+ES),0.87692147390871,13.729238441272756,6.93117879317485
